"nixtamaliz*"  (All Fields) AND "corn" OR "maize"  (All Fields)
Timespan:2010-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"The mass transport phenomenon through pericarp during the nixtamalization process","Gutierrez-Cortez, E.; Rojas-Molina, I.; Zambrano-Zaragoza, M. L.; Espinosa-Arbelaez, D. G.; Rojas, A.; Garcia, J. C.; Cornejo-Villegas, M. A.; Rodriguez-Garcia, M. E.","","","","FOOD AND BIOPRODUCTS PROCESSING","OCT 2016","2016","100","","A","","","477","486","","10.1016/j.fbp.2016.09.008","","","7","0.88","0","0","0","0","0","0","0","0","1","1","3","1","1","0"
"CHARACTERIZATION OF TORTILLA CONSUMERS IN ESTADO DE MEXICO","Espejel-Garcia, Maria V.; Mora-Flores, Jose S.; Garcia-Salazar, Jose A.; Perez-Elizalde, Sergio; Garcia-Mata, Roberto","","","","Agricultura Sociedad y Desarrollo","JUL-SEP 2016","2016","13","3","","","","371","384","","","","","7","0.88","0","0","0","0","0","0","0","0","0","2","4","0","1","0"
"Specific Anthocyanin Contents of Whole Blue Maize Second-Generation Snacks: An Evaluation Using Response Surface Methodology and Lime Cooking Extrusion","Escalante-Aburto, Anayansi; Ponce-Garcia, Nestor; Ramirez-Wong, Benjamin; Isabel Torres-Chavez, Patricia; de Dios Figueroa-Cardenas, Juan; Gutierrez-Dorado, Roberto","","","","JOURNAL OF CHEMISTRY","2016","2016","2016","","","","","","","5491693","10.1155/2016/5491693","","","7","0.88","0","0","0","0","0","0","0","0","1","0","2","2","2","0"
"Physicochemical properties of frozen tortillas from nixtamalized maize flours enriched with beta-glucans","Angel Sanchez-Madrigal, Miguel; Neder-Suarez, David; Quintero-Ramos, Armando; Graciela Ruiz-Gutierrez, Martha; Melendez-Pizarro, Carmen O.; Amelia Pinon-Castillo, Hilda; Galicia-Garcia, Toms; Ramirez-Wong, Benjamn","","","","FOOD SCIENCE AND TECHNOLOGY","JUL-SEP 2015","2015","35","3","","","","552","560","","10.1590/1678-457X.6715","","","7","0.78","0","0","0","0","0","0","0","1","0","2","0","1","3","0"
"Impact of different alkaline-heating processes on technological and nutritional properties of maize tortillas","Mendez-Albores, Abraham; Zamora-Rodriguez, Damian; Arambula-Villa, Geronimo; Vazquez-Duran, Alma; Moreno-Martinez, Ernesto","","","","JOURNAL OF FOOD AND NUTRITION RESEARCH","2014","2014","53","1","","","","60","70","","","","","7","0.70","0","0","0","0","0","0","1","0","1","1","3","1","0","0"
"Effect of processing conditions on the production of nixtamalized corn flours by the traditional method","Gutierrez-Cortez, E.; Rojas-Molina, J. I.; Zambrano-Zaragoza, M. L.; Quintanar-Guerrero, D.; Gonzalez-Reza, R. M.; Rojas-Molina, A.; Espinosa-Arbelaez, D. G.","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","46","53","","10.1080/19476337.2013.778904","","","7","0.64","0","0","0","0","1","1","1","0","0","1","1","2","0","0"
"Influence of genotype and environmental adaptation into the maize grain quality traits for nixtamalization","Miranda, Alejandra; Vasquez-Carrillo, Gricelda; Garcia-Lara, Silverio; San Vicente, Felix; Luis Torres, Jose; Ortiz-Islas, Sofia; Salinas-Moreno, Yolanda; Palacios-Rojas, Natalia","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","54","61","","10.1080/19476337.2013.763862","","","7","0.64","0","0","0","0","0","0","2","0","1","2","2","0","0","0"
"Physicochemical properties of masa and corn tortilla made by ohmic heating","Gaytan-Martinez, M.; Figueroa, J. D. C.; Morales-Sanchez, E.; Vazquez-Landaverde, P. A.; Martinez-Flores, H. E.","","","","AFRICAN JOURNAL OF BIOTECHNOLOGY","NOV 14 2011","2011","10","71","","","","16028","16036","","10.5897/AJB11.1820","","","7","0.54","0","0","0","0","0","0","0","1","1","2","1","1","1","0"
"Improvements in the Shelf Life of Commercial Corn Dry Masa Flour (CMF) by Reducing Lipid Oxidation","Marquez-Castillo, A.; Vidal-Quintanar, R. L.","","","","JOURNAL OF FOOD SCIENCE","MAR 2011","2011","76","2","","","","C236","C241","","10.1111/j.1750-3841.2010.01983.x","","","7","0.54","0","0","0","1","1","0","1","0","1","0","0","2","0","1"
"Agronomic characterization, industrial and nutritional quality of maize for the Mexican tropics","Sierra-Macias, Mauro; Palafox-Caballero, Artemio; Vazquez-Carrillo, Gricelda; Rodriguez-Montalvo, Flavio; Espinosa-Calderon, Alejandro","","","","AGRONOMIA MESOAMERICANA","2010","2010","21","1","","","","21","29","","","","","7","0.50","1","0","0","1","0","1","0","0","0","0","0","2","2","0"
"Effects of formulation and process conditions on chemical composition, color parameters, and acceptability of extruded insect-rich snack","Ramirez-Rivera, Emmanuel J.; Hernandez-Santos, Betsabe; Juarez-Barrientos, Jose M.; Torruco-Uco, Juan G.; Ramirez-Figueroa, Enrique; Rodriguez-Miranda, Jesus","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","MAY 2021","2021","45","5","","","","","","e15499","10.1111/jfpp.15499","","","6","2.00","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
"Diversity of Weissella confusa in Pozol and Its Carbohydrate Metabolism","Hernandez-Oaxaca, Diana; Lopez-Sanchez, Rafael; Lozano, Luis; Wacher-Rodarte, Carmen; Segovia, Lorenzo; Lopez Munguia, Agustin","","","","FRONTIERS IN MICROBIOLOGY","MAR 18 2021","2021","12","","","","","","","629449","10.3389/fmicb.2021.629449","","","6","2.00","0","0","0","0","0","0","0","0","0","0","0","1","4","1"
"Exogenous addition of muicle (Justicia spicigera Schechtendal) extract to white maize tortillas affects the antioxidant activity, texture, color, and in vitro starch digestibility","Alvarez-Poblano, L.; Roman-Guerrero, A.; Vernon-Carter, E. J.; Alvarez-Ramirez, J.","","","","LWT-FOOD SCIENCE AND TECHNOLOGY","NOV 2020","2020","133","","","","","","","110120","10.1016/j.lwt.2020.110120","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","1","5","0"
"Occurrence and Probabilistic Risk Assessment of Fumonisin B1, Fumonisin B2 and Deoxynivalenol in Nixtamalized Maize in Mexico City","Gilbert-Sandoval, Ixchel; Wesseling, Sebastiaan; Rietjens, Ivonne M. C. M.","","","","TOXINS","OCT 2020","2020","12","10","","","","","","644","10.3390/toxins12100644","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","3","2","1"
"Consumption of nixtamal from a new variety of hybrid blue maize ameliorates liver oxidative stress and inflammation in a high-fat diet rat model","Miguel Magana-Cerino, Jesus; Tiessen, Axel; Catalina Soto-Luna, Irma; Arturo Peniche-Pavia, Hector; Vargas-Guerrero, Belinda; Alfredo Dominguez-Rosales, Jose; Macedonio Garcia-Lopez, Pedro; Magdalena Gurrola-Diaz, Carmen","","","","JOURNAL OF FUNCTIONAL FOODS","SEP 2020","2020","72","","","","","","","104075","10.1016/j.jff.2020.104075","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","5","1","0"
"Nitrogen Fixation in Pozol, a Traditional Fermented Beverage","Rizo, Jocelin; Rogel, Marco A.; Guillen, Daniel; Wacher, Carmen; Martinez-Romero, Esperanza; Encarnacion, Sergio; Sanchez, Sergio; Rodriguez-Sanoja, Romina","","","","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","AUG 2020","2020","86","16","","","","","","e00588-20","10.1128/AEM.00588-20","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","4","2","0"
"Addition of roselle and mango peel powder in tortilla chips: a strategy for increasing their functionality","Mayo-Mayo, Guadalupe; Navarrete-Garcia, Abril; Maldonado-Astudillo, Yanik, I; Jimenez-Hernandez, Javier; Santiago-Ramos, David; Arambula-Villa, Geronimo; Alvarez-Fitz, Patricia; Ramirez, Monica; Salazar, Ricardo","","","","JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION","JUN 2020","2020","14","3","","","","1511","1519","","10.1007/s11694-020-00400-9","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","3","3","0"
"Origin and diet of inhabitants of the Pacific Coast of Southern Mexico during the Classic Period - Sr, C and N isotopes","Renson, Virginie; Navarro-Castillo, Marx; Cucina, Andrea; Culleton, Brendan J.; Kennett, Douglas J.; Neff, Hector","","","","JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS","OCT 2019","2019","27","","","","","","","101981","10.1016/j.jasrep.2019.101981","","","6","1.20","0","0","0","0","0","0","0","0","0","0","1","2","3","0"
"Handmade Comal Tortillas in Michoacan: Traditional Practices along the Rural-Urban Gradient","Arnes, Esperanza; Astier, Marta","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","SEP 1 2019","2019","16","17","","","","","","3211","10.3390/ijerph16173211","","","6","1.20","0","0","0","0","0","0","0","0","0","0","1","2","2","1"
"Quality Parameters of Masa and Tortillas Produced from Blue Maize (Zea mays sp. mays) Landraces","Chimimba, Justin; Pratt, Richard; Cuellar, Maria; Delgado, Efren","","","","JOURNAL OF FOOD SCIENCE","FEB 2019","2019","84","2","","","","213","223","","10.1111/1750-3841.14442","","","6","1.20","0","0","0","0","0","0","0","0","0","0","0","3","3","0"
"YIELD STABILITY AND GRAIN AND TORTILLA QUALITY OF NEW MAIZE HYBRIDS WITH ADDED VALUE FOR THE SUBTROPICS OF MEXICO","Gricelda Vazquez-Carrillo, Ma; Preciado-Ortiz, Ricardo E.; Santiago-Ramos, David; Palacios-Rojas, Natalia; Terron Ibarra, Arturo; Hernandez-Calette, Aldo","","","","REVISTA FITOTECNIA MEXICANA","DEC 2018","2018","41","","","4A","","509","518","","","","","6","1.00","0","0","0","0","0","0","0","0","0","4","0","1","1","0"
"The in vitro digestibility of starch fractions in maize tortilla can be rendered healthier by treating the nixtamalized masa with commercial baking yeast","Vernon-Carter, E. J.; Alvarez-Ramirez, J.; Bello-Perez, L. A.; Garcia-Hernandez, A.; Garcia-Diaz, S.; Roldan-Cruz, C.","","","","JOURNAL OF CEREAL SCIENCE","JUL 2018","2018","82","","","","","216","222","","10.1016/j.jcs.2018.07.001","","","6","1.00","0","0","0","0","0","0","0","0","0","2","2","2","0","0"
"Corn, Beer, and Marine Resources at Casas Grandes, Mexico: An Analysis of Prehistoric Diets Using Microfossils Recovered from Dental Calculus","King, Daniel J.; Searcy, Michael T.; Yost, Chad L.; Waller, Kyle","","","","JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS","DEC 2017","2017","16","","","","","365","379","","10.1016/j.jasrep.2017.10.013","","","6","0.86","0","0","0","0","0","0","0","0","2","0","2","1","1","0"
"Effects of Varying Nixtamalization Conditions on the Calcium Absorption and Pasting Properties of Dent and Flint Corn Flours","Argun, Mustafa Samil; Dogan, Ismail Sait","","","","JOURNAL OF FOOD PROCESS ENGINEERING","JUN 2017","2017","40","3","","","","","","e12436","10.1111/jfpe.12436","","","6","0.86","0","0","0","0","0","0","0","0","1","3","0","1","1","0"
"Effects of Two Different Pozole Preparation Processes on Quality Variables and Pasting Properties of Processed Maize Grain","Gricelda Vazquez-Carrillo, Maria; Santiago-Ramos, David; Dominguez-Rendon, Edith; Antonio Audelo-Benites, Marco","","","","JOURNAL OF FOOD QUALITY","2017","2017","","","","","","","","8627363","10.1155/2017/8627363","","","6","0.86","0","0","0","0","0","0","0","0","2","2","0","1","1","0"
"Fate of Aflatoxins from a Novel Procedure for Tortilla Making Based on Infrared Heating","Zavala-Franco, Anai; Martinez-Flores, Hector E.; Vazquez-Duran, Alma; Mendez-Albores, Abraham","","","","PHILIPPINE AGRICULTURAL SCIENTIST","MAR 2016","2016","99","1","","","","42","49","","","","","6","0.75","0","0","0","0","0","0","0","0","0","1","3","2","0","0"
"An empirical test of shell tempering as an alkaline agent in the nixtamalization process","Upton, Andrew J.; Lovis, William A.; Urquhart, Gerald R.","","","","JOURNAL OF ARCHAEOLOGICAL SCIENCE","OCT 2015","2015","62","","","","","39","44","","10.1016/j.jas.2015.07.005","","","6","0.67","0","0","0","0","0","0","0","2","0","2","0","2","0","0"
"Changes in the Solubility of Corn Proteins through Interaction with the Arabinoxylans in Extruded Nixtamalized Corn Flour Treated with Xylanase","Carolina Moreno-Rivas, Silvia; Lorenia Medina-Rodriguez, Concepcion; Isabel Torres-Chavez, Patricia; Ramirez-Wong, Benjamin; Carlos Platt-Lucero, Luis","","","","PLANT FOODS FOR HUMAN NUTRITION","JUN 2014","2014","69","2","","","","148","154","","10.1007/s11130-014-0411-3","","","6","0.60","0","0","0","0","0","0","1","1","1","1","1","0","1","0"
"The Food System during the Formative Period in West Mesoamerica(1)","Zizumbo-Villarreal, Daniel; Flores-Silva, Alondra; Colunga-GarciaMarin, Patricia","","","","ECONOMIC BOTANY","MAR 2014","2014","68","1","","","","67","84","","10.1007/s12231-014-9262-y","","","6","0.60","0","0","0","0","0","0","0","1","1","2","0","1","1","0"
"PHYSICOCHEMICAL CHARACTERISTICS AND POZOLE QUALITY OF CACAHUACINTLE MAIZE PROCESSED BY THREE METHODS","Vazquez Carrillo, Maria Gricelda; Santiago Ramos, David","","","","REVISTA FITOTECNIA MEXICANA","OCT 2013","2013","36","","","3A","","357","366","","","","","6","0.55","0","0","0","0","0","1","1","1","1","0","0","0","2","0"
"Evaluation of sensory rancidity of corn chips from nixtamalized dry corn masa produced at commercial level in Mexico","Luisa Quiroz-Moreno, Ana; Fontes-Gagiola, Rubi; Rouzaud-Sandez, Ofelia; Luz Vidal-Quintanar, Reyna","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","15","21","","10.1080/19476337.2013.765508","","","6","0.55","0","0","0","1","0","2","1","0","0","1","0","0","1","0"
"Effect of thermal-alkaline processing conditions on the quality level of corn oil","Yahuaca-Juarez, B.; Martinez-Flores, H. E.; Huerta-Ruelas, J. A.; Vazquez-Landaverde, P. A.; Pless, R. C.; Tello-Santillan, R.","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","1","7","","10.1080/19476337.2013.764928","","","6","0.55","0","0","0","0","0","0","0","1","0","1","1","2","1","0"
"GENOTYPE-ENVIRONMENT INTERACTION OF YIELD AND GRAIN AND TORTILLA QUALITY OF MAIZE HYBRIDS AT THE HIGHLANDS OF TLAXCALA, MEXICO","Vazquez Carrillo, Maria Gricelda; Santiago Ramos, David; Salinas Moreno, Yolanda; Rojas Martinez, Israel; Arellano Vazquez, Jose L.; Velazquez Cardelas, Gustavo A.; Espinosa Calderon, Alejandro","","","","REVISTA FITOTECNIA MEXICANA","JUL-SEP 2012","2012","35","3","","","","229","237","","","","","6","0.50","0","0","0","2","0","0","1","1","0","1","0","1","0","0"
"Traditional non-distilled fermented beverages from Mexico to based on maize: An approach to Tejuino beverage","Rubio-Castillo, Angel Eduardo; Santiago-Lopez, Lourdes; Vallejo-Cordoba, Belinda; Hernandez-Mendoza, Adrian; Sayago-Ayerdi, Sonia G.; Gonzalez-Cordova, Aaron F.","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","APR 2021","2021","23","","","","","","","100283","10.1016/j.ijgfs.2020.100283","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Understanding the functionality and manufacturing of nixtamalized maize products","Serna-Saldivar, Sergio O.","","","","JOURNAL OF CEREAL SCIENCE","MAY 2021","2021","99","","","","","","","103205","10.1016/j.jcs.2021.103205","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","2","3","0"
"Enhancement of the antioxidant and antimicrobial activities of maize wastewater by an eco-friendly process","Ramirez, Karina; Quintero-Soto, Maria F.; Rochin-Medina, Jesus J.","","","","JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION","JUN 2020","2020","14","3","","","","1682","1689","","10.1007/s11694-020-00416-1","","","5","1.25","0","0","0","0","0","0","0","0","0","0","0","4","1","0"
"Feruloylated Arabinoxylans from Nixtamalized Maize Bran Byproduct: A Functional Ingredient in Frankfurter Sausages","Herrera-Balandrano, Daniela D.; Baez-Gonzalez, Juan G.; Carvajal-Millan, Elizabeth; Mendez-Zamora, Gerardo; Urias-Orona, Vania; Amaya-Guerra, Carlos A.; Nino-Medina, Guillermo","","","","MOLECULES","JUN 1 2019","2019","24","11","","","","","","2056","10.3390/molecules24112056","","","5","1.00","0","0","0","0","0","0","0","0","0","1","2","1","1","0"
"The Properties and Tortilla Making of Corn Flour from Enzymatic Wet-Milling","Liu, Jie; Yuan, Tiantian; Wang, Ruijuan; Liu, Yawei; Fang, Guihong","","","","MOLECULES","JUN 1 2019","2019","24","11","","","","","","2137","10.3390/molecules24112137","","","5","1.00","0","0","0","0","0","0","0","0","0","0","2","2","1","0"
"Effect of Nixtamalization Processing Temperature on Maize Hydration and the Textural Properties of Masa and Tortillas","Pena-Reyes, R. A.; Ramirez-Romero, G. A.; Fernandez-Perrino, F. J.; Cruz-Guerrero, A. E.","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","OCT 2017","2017","41","5","","","","","","e13136","10.1111/jfpp.13136","","","5","0.71","0","0","0","0","0","0","0","0","2","1","1","0","1","0"
"Physical and chemical characterization of masa and tortillas from parental lines, crosses, and one hybrid","Valderrama-Bravo, C.; Dominguez-Pacheco, A.; Hernandez-Aguilar, C.; Zepeda-Bautista, R.; del Real-Lopez, A.; Pahua-Ramos, M. E.; Arellano-Vazquez, J. L.; Moreno-Martinez, E.","","","","INTERNATIONAL AGROPHYSICS","JAN 2017","2017","31","1","","","","129","138","","10.1515/intag-2016-0030","","","5","0.71","0","0","0","0","0","0","0","0","0","2","1","2","0","0"
"Effect of extrusion factors and particle size on starch properties of nixtamalized whole blue corn snacks","Escalante-Aburto, Anayansi; Ponce-Garcia, Nestor; Ramirez-Wong, Benjamin; Santiago-Ramos, David; Juan Veles-Medina, Jose; Figueroa Cardenas, Juan de Dios","","","","STARCH-STARKE","NOV 2016","2016","68","11-12","","","SI","1111","1120","","10.1002/star.201500316","","","5","0.63","0","0","0","0","0","0","0","0","1","0","1","3","0","0"
"Physicochemical characterization of corn-sorghum nixtamalized flours as a function of the steeping time","Hernandez-Becerra, Ezequiel; Paulina Gutierrez-Onate, Maria; Martinez-Soto, Gerardo; Vega-Rojas, Lineth J.; Acosta-Osorio, Andres A.; Contreras-Padilla, Margarita; Rodriguez-Garcia, Mario E.","","","","JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION","SEP 2016","2016","10","3","","","","434","443","","10.1007/s11694-016-9322-3","","","5","0.63","0","0","0","0","0","0","0","0","1","0","2","2","0","0"
"NIXTAMALIZATION OF FIVE CORN VARIETIES WITH DIFFERENT KERNEL HARDNESS: IMPACT IN FUEL CONSUMPTION AND PHYSICOCHEMICAL PROPERTIES","Roque-Maciel, Laura; Arambula-Villa, Geronimo; Lopez-Espindola, Mirna; Ortiz-Laurel, Hipolito; Carballo-Carballo, Aquiles; Andres Herrera-Corredor, J.","","","","AGROCIENCIA","AUG-SEP 2016","2016","50","6","","","","727","745","","","","","5","0.63","0","0","0","0","0","0","0","0","0","1","2","2","0","0"
"CORRELATION BETWEEN GELATINIZATION ENTHALPIES, WATER ABSORPTION INDEX AND WATER SOLUBLE INDEX IN GRITS, CORN MEALS AND NIXTAMALIZED CORN FLOURS","Olguin-Arteaga, G. M.; Amador-Hernandez, M.; Quintanar Guzman, A.; Diaz-Sanchez, F.; Sanchez-Ortega, I.; Castaneda-Ovando, A.; Avila-Pozos, R.; Santos-Lopez, E. M.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","AUG 2015","2015","14","2","","","","303","310","","","","","5","0.56","0","0","0","0","0","0","1","2","0","1","1","0","0","0"
"Effect of huitlacoche (Ustilago maydis DC Corda) paste addition on functional, chemical and textural properties of tortilla chips","Amador-Rodriguez, Karla Yuritzi; Martinez-Bustos, Fernando; Eugenia Perez-Cabrera, Laura; Anibal Posadas-Del-Rio, Francisco; Angelica Chavez-Vela, Norma; Lorena Sandoval-Cardoso, Ma; Guevara-Lara, Fidel","","","","FOOD SCIENCE AND TECHNOLOGY","JUL-SEP 2015","2015","35","3","","","","452","459","","10.1590/1678-457X.6697","","","5","0.56","0","0","0","0","0","0","0","0","1","2","1","1","0","0"
"INSTANT FLOUR FROM RED AND BLUE NIXTAMALIZED MAIZE: PRODUCTION AND TEXTURAL PROPERTIES OF TORTILLA","Jimenez-Perez, Carlos; Ramirez-Romero, Gerardo; Hiran Moran-Banuelos, Sara","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","FEB 2015","2015","39","1","","","","38","46","","10.1111/jfpp.12206","","","5","0.56","0","0","0","0","0","0","0","0","0","2","1","1","1","0"
"DETERMINATION OF MOISTURE SORPTION ISOTHERMS AND THEIR THERMODYNAMICS PROPERTIES OF NIXTAMALIZED MAIZE FLOUR","Ramirez-Miranda, M.; Cruz y Victoria, M. T.; Vizcarra-Mendoza, M. G.; Anaya-Sosa, I.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","APR 2014","2014","13","1","","","","165","178","","","","","5","0.50","0","0","0","0","0","1","0","1","1","0","1","0","1","0"
"MAIZE LANDRACES SELECTION FOR INDUSTRIAL END-USE BASED ON THEIR ADDED VALUE","Gaytan-Martinez, Marcela; Figueroa-Cardenas, Juan de D.; Reyes-Vega, Maria de la L.; Morales-Sanchez, Eduardo; Rincon-Sanchez, Froylan","","","","REVISTA FITOTECNIA MEXICANA","OCT 2013","2013","36","","","3A","","339","346","","","","","5","0.45","0","0","0","0","0","2","0","0","0","2","0","0","1","0"
"Analyzing the phenolic enriched fractions from Nixtamalization wastewater (Nejayote) fractionated in a three-step membrane process","Diaz-Montes, Elsa; Castro-Munoz, Roberto","","","","CURRENT RESEARCH IN FOOD SCIENCE","2022","2022","5","","","","","1","10","","10.1016/j.crfs.2021.11.012","","","4","2.00","0","0","0","0","0","0","0","0","0","0","0","0","3","1"
"Co-digestion of corn (nejayote) and brewery wastewater at different ratios and pH conditions for biohydrogen production","Del Angel-Acosta, Yair A.; Alvarez, Luis H.; Garcia-Reyes, Refugio B.; Carrillo-Reyes, Julian; Garcia-Gonzalez, Alcione; Meza-Escalante, Edna R.","","","","INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","AUG 5 2021","2021","46","54","","","","27422","27430","","10.1016/j.ijhydene.2021.05.208","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Nixtamalized tortillas supplemented with proteins isolated from Phaseolus coccineus and huauzontle (Chenopodium berlandieri subsp. Nuttalliae) flour: Rheological, textural, and sensorial properties","Enrique Sanchez-Villa, Carlos; Zepeda-Bautista, Rosalba; Eugenia Ramirez-Ortiz, Maria; Jorge Corzo-Rios, Luis","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","DEC 2020","2020","22","","","","","","","100274","10.1016/j.ijgfs.2020.100274","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","1","2","1"
"Optimized Production of a Redox Metabolite (pyocyanin) by Pseudomonas aeruginosa NEJ01R Using a Maize By-Product","Bacame-Valenzuela, Francisco Javier; Perez-Garcia, Jesus Alberto; Figueroa-Magallon, Mayra Leticia; Espejel-Ayala, Fabricio; Ortiz-Frade, Luis Antonio; Reyes-Vidal, Yolanda","","","","MICROORGANISMS","OCT 2020","2020","8","10","","","","","","1559","10.3390/microorganisms8101559","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","1","2","1"
"Removal of nejayote contaminants with alginate and chitosan","Jannet Vacio-Muro, Karina; Antonio Lozano-Alvarez, Juan; Noel Sanchez-Gonzalez, Monica; Chavez Vela, Norma Angelica; Torres-Ramirez, Eduardo; Jauregui-Rincon, Juan","","","","REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL","2020","2020","36","3","","","","497","515","","10.20937/RICA.53185","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Aflatoxins and the traditional process of nixtamalisation in indigenous communities from the Huasteca Potosina region","Rodriguez-Aguilar, M.; Solis-Mercado, J.; Flores-Ramirez, R.; Diaz-Barriga, F.; Zuki-Orozco, A.; Cilia-Lopez, V. G.","","","","WORLD MYCOTOXIN JOURNAL","2020","2020","13","3","","","","391","399","","10.3920/WMJ2019.2538","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Degradation profile of nixtamalized maize pericarp by the action of the microbial consortium PM-06","German Serrano-Gamboa, Jose; Antonio Rojas-Herrera, Rafael; Gonzalez-Burgos, Araceli; Luis Folch-Mallol, Jorge; Javier Jimenez, Diego; Noel Sanchez-Gonzalez, Monica","","","","AMB EXPRESS","JUN 13 2019","2019","9","","","","","","","85","10.1186/s13568-019-0812-7","","","4","0.80","0","0","0","0","0","0","0","0","0","0","1","1","2","0"
"Improvement of nutritional and nutraceutical value of nixtamalized maize tortillas by addition of extruded chia flour","Leon-Lopez, Liliana; Reyes-Moreno, Cuauhtemoc; Hatzue Ley-Osuna, Alfa; Korina Perales-Sanchez, Janitzio Xiomara; Milan-Carrillo, Jorge; Oliva Cuevas-Rodriguez, Edith; Gutierrez-Dorado, Roberto","","","","BIOTECNIA","2019","2019","21","3","","","","56","66","","","","","4","0.80","0","0","0","0","0","0","0","0","0","0","0","3","1","0"
"Seasonal impact and daily intake assessment of mycotoxins in flour, bread, and nixtamalized maize","Kanwal, Rukhsana; Mehmood, Asim; Saleem, Shahzad; Randhawa, Muhammad Atif; Ihsan, Awais; Amir, Rai Muhammad; Nadeem, Muhammad; Sajid, Muhammad Wasim","","","","JOURNAL OF FOOD SAFETY","DEC 2018","2018","38","6","","","","","","e12505","10.1111/jfs.12505","","","4","0.67","0","0","0","0","0","0","0","0","0","1","1","2","0","0"
"Physicochemical, textural, and in vitro starch digestion properties of nixtamalized maize flour and tortillas enriched with sorghum (Sorghum bicolor (L.) Moench) bran","Buitimea-Cantua, Nydia E.; de la Rosa-Millan, Julian","","","","CEREAL CHEMISTRY","NOV-DEC 2018","2018","95","6","","","","829","837","","10.1002/cche.10101","","","4","0.67","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"Effect of Fat Type on Starch and Protein Digestibility of Traditional Tamales","Eva Rodriguez-Huezo, Maria; Flores-Silva, Pamela C.; Garcia-Diaz, Samuel; Meraz, Monica; Jaime Vernon-Carter, Eduardo; Alvarez-Ramirez, Jose","","","","STARCH-STARKE","MAY 2018","2018","70","5-6","","","","","","1700286","10.1002/star.201700286","","","4","0.67","0","0","0","0","0","0","0","0","0","2","0","2","0","0"
"Quality of nixtamalized, sprouted and baked multigrain chips","Agrahar-Murugkar, Dipika; Zaidi, Aiman; Dwivedi, Shraddha","","","","NUTRITION & FOOD SCIENCE","2018","2018","48","3","","","","453","467","","10.1108/NFS-11-2017-0252","","","4","0.67","0","0","0","0","0","0","0","0","0","1","2","1","0","0"
"Factors influencing anthocyanin loss during nixtamalization of blue purple maize grain","Salinas Moreno, Yolanda; Jaime Fonseca, Monica Rosalia; Luis Diaz-Ramirez, Jose; Aleman de la Torre, Ivone","","","","JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE","DEC 2017","2017","54","13","","","","4493","4500","","10.1007/s13197-017-2932-x","","","4","0.57","0","0","0","0","0","0","0","0","0","2","1","1","0","0"
